date,station,origin,actual,SNAIVE,SARIMA,SVR,SARIMA+SVR,XGB,SARIMA+XGB,ANN,SARIMA+ANN
2012-05-01,Chittagong,2011,32.32,31.47,31.857483464679,31.553054315359358,31.747779101807176,31.820532,31.832297387918707,31.25917526524828,32.18603894111848
2012-06-01,Chittagong,2011,31.09,30.58,31.280032123156715,31.0615254986966,31.29402439485061,31.129215,31.305529859566022,31.532329095715973,31.365144743001974
2012-07-01,Chittagong,2011,30.14,31.19,30.567046808639727,31.23519282441144,30.83593617705373,30.886557,30.579346331397257,30.206426664271596,30.26179590400898
2012-08-01,Chittagong,2011,31.11,30.4,30.762057664226074,30.75741494411257,30.765056568262356,31.137016,30.774357186983604,31.020217069318953,30.695408336960195
2012-09-01,Chittagong,2011,31.24,30.68,31.420236403413977,31.43763287973408,31.336147212296517,31.354269,31.41980469069716,31.689728838048808,31.580238268329463
2012-10-01,Chittagong,2011,31.15,31.16,31.47302276154964,31.31534211953992,31.560409533114157,31.028364,31.511003422345805,31.052089012021508,31.54055153417177
2012-11-01,Chittagong,2011,28.76,28.81,29.711556068611873,28.701381037103626,29.74737266753832,28.554195,29.74953672940804,28.406495618535747,29.653755208684856
2012-12-01,Chittagong,2011,24.73,25.15,26.58285575076647,26.016343437430773,26.46814601374715,26.25269,26.63463590383239,26.206256291045356,26.940268397748238
2013-01-01,Chittagong,2011,25.0,25.37,24.90201278182188,25.607987119252005,24.991566954793242,26.167196,24.901581069105063,25.726002068601307,25.075286298011736
2013-02-01,Chittagong,2011,29.28,29.55,28.09675490571478,28.515990584716874,28.215889729825864,28.975462,28.10905442847231,28.579861503808466,28.182297962798085
2013-03-01,Chittagong,2011,31.13,30.28,31.004808882365992,31.13767662527604,30.864342639480974,31.130571,31.047562742720416,31.190600804317047,30.927982860136655
2013-04-01,Chittagong,2011,31.94,31.31,31.801006986310036,31.929650405862034,31.84022625155527,32.053864,31.826504722719342,31.98265963458137,31.90682420701737
2013-05-01,Chittagong,2011,30.35,32.32,32.14006999817948,32.11478469893587,32.12844243230352,32.3814,32.165567734588784,31.881920190001672,32.17183675738177
2013-06-01,Chittagong,2011,31.72,31.09,30.509641197051177,30.40857980114143,30.530211035891284,30.73006,30.535138933460484,31.01285588565166,30.614048983408065
2013-07-01,Chittagong,2011,31.33,30.14,30.729450328154524,31.2641028488911,30.93280048560377,30.960424,30.772204188508947,30.708474447121112,30.805246336581956
2013-08-01,Chittagong,2011,30.25,31.11,31.234485110987414,30.849085079728773,31.216965305423766,31.335766,31.314895047594298,31.17370173286579,31.2760191348736
2013-09-01,Chittagong,2011,31.29,31.24,31.09265263258342,31.213034372635995,31.132703822873797,31.34802,31.135406492937843,31.67025682063129,31.0931974778195
2013-10-01,Chittagong,2011,29.93,31.15,31.45894364076847,30.834890570193647,31.398682077096964,31.096056,31.46957081179315,31.04794757390952,31.401902457103724
2013-11-01,Chittagong,2011,28.72,28.76,29.151926739637698,28.061734611700075,29.179302052322676,28.015556,29.225729777042712,27.599707103497796,29.189850818009226
2013-12-01,Chittagong,2011,26.02,24.73,26.379109282886585,26.580551566616897,26.44466212905945,26.663939,26.390241389071544,25.95372066134133,27.058545709286978
2014-01-01,Chittagong,2011,25.46,25.0,25.370115796983356,25.879867120493994,25.3434399022501,26.248585,25.398897441983337,26.242378362088928,25.24881011815792
2014-02-01,Chittagong,2011,27.8,29.28,28.371054348613477,28.06753763365023,28.28165897952322,28.374489,28.396552085022783,28.176674315810086,28.50207472256369
2014-03-01,Chittagong,2011,30.66,31.13,30.451694060893995,30.275889720800805,30.55756097495835,30.551222,30.49444792124842,30.52003888825789,30.70460806472327
2014-04-01,Chittagong,2011,33.26,31.94,31.586939569473127,31.68655996265062,31.473827369933634,31.808416,31.61475453889356,30.873123593384772,31.87774747734014
2014-05-01,Chittagong,2011,32.42,30.35,32.48529122446778,32.2960447644255,32.474160608725775,31.951342,32.510788960877086,32.06052353284856,32.9717489830007
2014-06-01,Chittagong,2011,31.16,31.72,31.426017946947105,31.50237245618297,31.603665676705486,31.38842,31.425586234230288,31.52598627733257,31.48516870633669
2014-07-01,Chittagong,2011,31.19,31.33,30.64205831361086,31.28893534936442,30.691545139125182,30.923729,30.666066759052583,30.93845334309957,30.635373585082085
2014-08-01,Chittagong,2011,30.33,30.25,31.16862828822337,31.529287553234283,31.16441298621728,31.274395,31.168196575506553,31.176068687715087,31.25222517360362
