station,model_a,model_b,DM,p
Faridpur,SARIMA+SVR,SNAIVE,-4.043843001539839,8.56276964090263e-05
Faridpur,SARIMA+SVR,SVR,-2.3953205676674885,0.017900345462033698
Faridpur,SARIMA+SVR,XGB,-3.9130291927127288,0.00014046602389825567
Faridpur,SARIMA+SVR,SARIMA+XGB,-0.637108991509407,0.5250725180806773
Faridpur,SARIMA+XGB,SNAIVE,-3.9301071767597593,0.0001317622378476915
Faridpur,SARIMA+XGB,SVR,-2.203799904754424,0.029137751498286863
Faridpur,SARIMA+XGB,XGB,-3.9475030624813954,0.00012342576197201218
Faridpur,SARIMA+LSTM,SNAIVE,-3.8575756378919257,0.00017265751537292153
Faridpur,SARIMA+LSTM,SVR,-2.055085561462352,0.04169065198612825
Faridpur,SARIMA+LSTM,XGB,-3.686849743231758,0.00032162235272939493
Faridpur,SARIMA+LSTM,SARIMA+SVR,0.8277004420452141,0.4092193328955138
